,ingredients,vegetables,meat,seafood,fruits,mushrooms,grains,id,dish,label
554,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Сердце оленя варено-копченое,Холодные закуски к пиву
555,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Оленина шестная сыровяленая,Холодные закуски к пиву
556,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Мясо марала вяленое,Холодные закуски к пиву
557,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Солонина из говядины,Холодные закуски к пиву
558,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Карпаччо из курицы,Холодные закуски к пиву
559,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Рыба Камчатки (асс-т подскажет официант 100гр),Холодные закуски к пиву
560,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Фисташки,Холодные закуски к пиву
561,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,"Щука копченая (кубики, филе)",Холодные закуски к пиву
562,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Сухарики пшеничные,Холодные закуски к пиву
563,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Сухарики ржаные,Холодные закуски к пиву
564,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Солянка мясная сборная,Супы
565,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Уха из семги,Супы
566,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,"Бульон говяжий с зеленью, яйцом и сухариками",Супы
567,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Язык с хреном,Холодные закуски
568,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Ростбиф с имбирной заправкой,Холодные закуски
569,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001006338388,Закуска из квашеной капусты с маслом и луком,Холодные закуски
570,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001053657643,Работа с корпоративными клиентами,Работа с корпоративными клиентами
571,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001053657643,Каждый день новое меню,Каждый день новое меню
572,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001034903505,Печенье с предсказаниями,Десерты
573,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001034903505,Вьетнамские соки Vinut,Напитки
574,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001034903505,Лимонад,Напитки
575,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001034903505,Японская газировка,Напитки
576,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001035530724,Суп с домашней лапшой,Бизнес-ланч
577,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Красный бархат,Товары и услуги
578,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт с фотопечатью Дед Мороз сметанный,Товары и услуги
579,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Макаронс шоколадный,Товары и услуги
580,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Ореховый микс,Товары и услуги
581,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт веганский с вишней,Товары и услуги
582,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Манго,Товары и услуги
583,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Макаронс лимонный,Товары и услуги
584,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Яблочно-баденский пирог,Товары и услуги
585,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Кекс рождественский,Товары и услуги
586,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Кекс с кленовым сиропом,Товары и услуги
587,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Макаронс соленая карамель,Товары и услуги
588,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Банановый кекс,Товары и услуги
589,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Капкейк шоколадный,Товары и услуги
590,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Свадебный торт 2,Товары и услуги
591,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Новогодняя сказка сметанный,Товары и услуги
592,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Картошка в кокосовой стружке,Товары и услуги
593,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Шоколадная тарталетка,Товары и услуги
594,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Фисташка грейпфрут,Товары и услуги
595,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Свадебный торт,Товары и услуги
596,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Лимонная тарталетка,Товары и услуги
597,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт для беби вечеринки,Товары и услуги
598,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт шоколадно-апельсиновый Букварь,Товары и услуги
599,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Ассорти,Товары и услуги
600,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Шоколадный медовик,Товары и услуги
601,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Цитрусово-творожный пирог,Товары и услуги
602,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Наполеон,Товары и услуги
603,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт фруктовая фантазия Букварь,Товары и услуги
604,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Яблочно-творожный пирог,Товары и услуги
605,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Грильяж,Товары и услуги
606,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Муравейник,Товары и услуги
607,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Карамельное облако,Товары и услуги
608,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Баварский шоколад,Товары и услуги
609,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Малиновый со сметаной,Товары и услуги
610,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Картошка в какао,Товары и услуги
611,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Вишневая корзинка,Товары и услуги
612,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Радуга,Товары и услуги
613,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Корзиночка с фруктами,Товары и услуги
614,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Шоколадный абсолют,Товары и услуги
615,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Графские развалины,Товары и услуги
616,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Фруктовая фантазия,Товары и услуги
617,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Звездный единорог,Товары и услуги
618,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Эклер с кракелюром,Товары и услуги
619,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Птичье молоко,Товары и услуги
620,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Макаронс с 1 Сентября,Товары и услуги
621,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Чизкейк сливочный,Товары и услуги
622,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт кубики,Товары и услуги
623,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Пирожное жимолость,Товары и услуги
624,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Торт сметанный 1 сентября,Товары и услуги
625,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Свадебный набор с капкейками,Товары и услуги
626,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,422740746481943,Новогодняя сказка шварцвальдский,Товары и услуги
627,,0.49083617,0.47048426,0.50374156,0.46920046,0.51186985,0.47842374,70000001027792986,Двойной эспрессо,Кофе
252130,караоке барин бара расположено втором зале любой желающий исполнить какойлибо понравившийся хит использование бэквокала поможет гармонично дополнить практически любую исполняемых песен расположен караокебар цокольном этаже заведения такое архитектурное решение принято отделить помещение караокебара основного залакараоке зал работает четверга воскресенье 2000наши преимущества караоке машина ast250 песни петь абсолютно бесплатно обширная караокебаза последними обновлениями лучшие хиты прошлых лет поддержка бэквокалистовуютная атмосфера вежливое обслуживание вкусная еда душевное исполнение лучшие городе,0.47081116,0.48285198,0.4956181,0.4520832,0.574117,0.5180675,70000001039197290,Караоке бар,Наши залы
252131,летнее время весь сентябрь накрываем желающих столы открытой веранде рядом баром пронизанный солнечными лучами утрам дарящий прохладу жаркий полдень привлекает гостей уютной атмосферой возможностью отдохнуть свежем воздухесегодня веранда – самых любимых уголков наши гости часто проводят свободное время тёплый летний сезонесли решили пообедать поужинать веранде кроме основного меню бара предложат выбор различные блюдал,0.47508705,0.47395086,0.49966395,0.4503985,0.5741185,0.5096037,70000001039197290,Летняя веранда,Наши залы
252132,барин — проводник коктейльной культуры томске точка концентрации стопроцентного веселья предлагает своим гостям изысканную кухню быстрой оригинальной подачей блюд шефповара которые покорят своим вкусом ароматом знаем готовить подавать идеальные коктейли лучшее настроение,0.4715617,0.47293168,0.49478415,0.44877258,0.5656227,0.50341547,70000001039197290,Основной зал,Наши залы
252133,куриное филетвердый сыр соус цезарьпомидоры черриайсберг,0.4762449,0.46544555,0.5051566,0.44938555,0.55748284,0.49172154,70000001069065093,Цезарь с курицей,Салаты
252134,свежие овощимаслинызеленьбрынзасоус оливковом масле,0.47530922,0.46360213,0.49976593,0.45548654,0.5542325,0.49025142,70000001069065093,Греческий,Салаты
252135,куриное филекрасный лукболгарский перецморковьпекинская капустагрецкий орехзаправка,0.4722857,0.46301666,0.49625364,0.45107892,0.55911934,0.4981538,70000001069065093,Тайский салат с курицей,Салаты
252136,форельпомидорымикс салатакреметтазаправка,0.47089952,0.46164304,0.5043448,0.44953784,0.55313075,0.4945586,70000001069065093,Теплый салат с форелью,Салаты
252137,говядиначерришампиньоныайсбергогурец мариномлетлентазаправка,0.4700971,0.4665936,0.50310045,0.45092624,0.5576966,0.49556234,70000001069065093,Теплый салат с говядиной,Салаты
252138,печень куринапельсинмикс салатачеррикунжутзаправка,0.4687997,0.46585366,0.5006533,0.45400023,0.55318177,0.49547127,70000001069065093,Салат с печенью и апельсином,Салаты
252139,фасоль стручковаякреветкикартофельчерримаслинылист салатаогурец яйцо перепелзаправка,0.46692222,0.46334115,0.49816468,0.44918624,0.5582746,0.5015765,70000001069065093,Салат с креветками,Салаты
252140,свежие овощигрецкий орехзеленьзаправка,0.47715867,0.4628029,0.50438714,0.45590588,0.5483499,0.49130142,70000001069065093,Овощной салат с грецким орехом,Салаты
252141,баклажанпомидоркинзатворожный сыркунжут,0.47124532,0.46359292,0.5081355,0.45259053,0.5573908,0.4856591,70000001069065093,Салат Хрустящие баклажаны,Салаты
252142,баранина косточкекартофельморковь,0.46766073,0.4525642,0.50787497,0.46232685,0.54597574,0.4931492,70000001069065093,Шурпа с бараниной,Супы
252143,говядинакартофельморковь,0.47070304,0.45717695,0.50876814,0.46066803,0.54377097,0.48574948,70000001069065093,Шурпа из говядины,Супы
252144,картофель морковь болгарский перец помидор фрикадельки говядины рисом,0.475354,0.4629277,0.5026616,0.44696543,0.5529787,0.4876086,70000001069065093,Шурпа с фрикодельками,Супы
252145,баранина косточкеовощи зелень,0.46815717,0.45625412,0.50835997,0.46460554,0.54332155,0.48969424,70000001069065093,Острый пряный с бараниной,Супы
252146,котлета говядины сыром овощами,0.47075462,0.4638589,0.507336,0.45258036,0.5501851,0.4849535,70000001069065093,Котлета Ватан,Горячие блюдо
252147,сочный шашлык красного филе птицы,0.47288343,0.4565204,0.5071589,0.44961417,0.54710793,0.48978624,70000001069065093,Шашлык из курицы,Шашлыки
252148,фаршированный шашлык говядины овощами,0.47468895,0.46101907,0.50814646,0.4539978,0.54742956,0.48463398,70000001069065093,Шашлык нежный,Шашлыки
252149,фаршированный шашлык сыром овощами,0.47475883,0.46285152,0.50771356,0.45313904,0.5448911,0.48708546,70000001069065093,Шашлык Ватан,Шашлыки
252150,тигровые креветки авокадо икра тобико маринованный зеленый лук кунжут лайм соусом чили,0.46959168,0.468415,0.49992752,0.4533717,0.56022966,0.4925616,70000001065471097,Попкорн из креветок,Закуски
252151,тунец огурец редис пекинская морская капуста мидори маринованный красный лук кунжут имбирь соусом мисо,0.47285348,0.46878964,0.4942827,0.44822472,0.56109726,0.49696475,70000001065471097,Тунец со свежим салатом,Закуски
252152,филе цыпленка хрустящая лепешка томаты авокадо маринованный фри лук кешью кунжут соусом ореховокунжутным шрирача,0.46788004,0.46641245,0.49841928,0.4522419,0.56419134,0.49938148,70000001065471097,Такос с цыпленком,Закуски
252153,попкорн тигровых креветок ананас кимчи хрустящая лепешка томаты томатная сальса кунжут кинза соусом спайси,0.47133228,0.4683209,0.4954575,0.4514046,0.55925024,0.49831837,70000001065471097,Такос с креветками,Закуски
252154,лосось авокадо редис шпинат пакчой зеленый лук томатным соусом унаги,0.47093436,0.46330804,0.5003025,0.45060253,0.55633783,0.48995718,70000001065471097,Севиче из лосося,Закуски
252155,тунец томатная сальса зелёный лук соусом пондзу,0.46799362,0.46386623,0.49637404,0.45521465,0.55825436,0.48991096,70000001065471097,Татаки из тунца,Закуски
252156,лосось томатная сальса зелёный лук соусом шисо,0.47070855,0.45656964,0.49961048,0.4548742,0.55703187,0.49335015,70000001065471097,Татаки из лосося,Закуски
252157,цукини кальмар репчатый зеленый лук кунжут кинза чесночноимбирным соусом,0.4706291,0.46751305,0.49969298,0.45214856,0.5583346,0.4933289,70000001065471097,Тёплый салат с кальмаром,Салаты
252158,авокадо тигровые креветки томаты киноа шпинат пакчой красный лук кунжут кинза лимонным соусом кимчи,0.4689934,0.47133267,0.4969373,0.44991028,0.5583821,0.4949272,70000001065471097,С тигровыми креветками,Салаты
252159,брокколи томаты сыр тофу авокадо огурец зеленый лук кунжут соусом блю чиз чилилемонграсс,0.46815965,0.4699299,0.49776343,0.4487387,0.5614779,0.4965247,70000001065471097,С авокадо и брокколи,Салаты
252160,лосось огурец авокадо пекинская капуста водоросли чука морская капуста мидори икра тобико кинза соусом манго,0.47050968,0.4702148,0.49289402,0.44407925,0.5654542,0.4943497,70000001065471097,С опаленным лососем,Салаты
252161,филе цыпленка бобы эдамаме ананасовый кимчи сыр тофу шпинат пакчой редис красный лук миндальные лепестки ореховокунжутным соусом,0.47176382,0.46677282,0.500955,0.45144138,0.5624706,0.49859065,70000001065471097,С цыпленком гриль,Салаты
252162,хрустящий баклажан говядина томаты арахис кунжут кинза соусом чилилемонграсс,0.47231865,0.4693426,0.49763268,0.45097196,0.5560946,0.49118438,70000001065471097,С баклажанами темпура и говядиной,Салаты
252163,куриное филе кокосовое молоко помидоры черри лемонграсс вешенки перец чили листья лайма кинза подается долькой лайма рисом,0.4708434,0.4691119,0.4957615,0.4473763,0.56225866,0.5025156,70000001065471097,Суп карри с курицей,Супы
252164,грибы шиитаке паста ака мисо лапша сыр тофу ростки сои водоросли вакаме соевый соус специя хондаши,0.47111735,0.46696022,0.49735063,0.44707817,0.55884194,0.49715626,70000001065471097,Мисо суп,Супы
252165,грибы вешенки креветки кокосовое молоко лемонграсс паста чили фреш лайма подается долькой лайма рисом,0.47056484,0.4685413,0.49895856,0.44589564,0.5592066,0.49740136,70000001065471097,Биск с креветками и вешенками,Супы
252166,рисовая лапша говядина красный зеленый лук кинза базилик мята подается долькой лайма чили заправкой перцем чили,0.4676608,0.4667558,0.4973702,0.4560832,0.5591256,0.50259566,70000001065471097,Фо бо,Супы
252167,тигровые креветки кокосовое молоко сливки паста томкха соус лемонграсс грибы вешенки лист лайма красный лук кинза подается долькой лайма рисом,0.47178686,0.47089037,0.49567574,0.45015272,0.5621235,0.5023186,70000001065471097,Том кха с креветками,Супы
252168,куриное филе кокосовое молоко сливки паста томкха соус лемонграсс грибы вешенки лист лайма красный лук кинза подается долькой лайма рисом,0.47045428,0.4721044,0.49438342,0.44826534,0.5607924,0.50264966,70000001065471097,Том кха с курицей,Супы
252169,лосось кокосовое молоко паста ям грибы вешенки томаты черри лемонграсс паста чили красный лук кинза подается долькой лайма рисом,0.47300875,0.46688724,0.49689922,0.4495892,0.5629523,0.5001513,70000001065471097,Том Ям с лососем,Супы
252170,куриное филе кокосовое молоко паста ям грибы вешенки томаты черри лемонграсс паста чили красный лук кинза подается долькой лайма рисом,0.4711906,0.47082716,0.49619997,0.44841173,0.56275076,0.50209445,70000001065471097,Том Ям с курицей,Супы
252171,тигровые креветки кокосовое молоко грибы вешенки томаты черри лемонграсс паста ям чили красный лук кинза подается долькой лайма рисом,0.47172996,0.4685138,0.49802762,0.45029846,0.5627069,0.50067806,70000001065471097,Том Ям с креветкой,Супы
252172,кудрявая лапша омлет томаго огурец пекинская капуста редька дайкон карамелизированная говядина зелень лайм,0.46857125,0.46735254,0.49718678,0.44917524,0.5645278,0.49971026,70000001065471097,Кукси,Супы
252173,японские традиционные жаренные пельмени говядиной соусом чесночный гальби соусом зеленым луком кинзой кунжутом,0.47272483,0.46431366,0.49952242,0.45312697,0.5623509,0.4945856,70000001065471097,С говядиной,Гёдзе
252174,японские традиционные жаренные пельмени грибами муэр шиитаке вешенками сливочнотрюфельным соусом зеленым луком кинзой кунжутом,0.4710968,0.46821535,0.49821272,0.4512236,0.5631515,0.49848557,70000001065471097,С грибами,Гёдзе
252175,японские традиционные жаренные пельмени тигровыми креветками свининой соусом унагичили зеленым луком кинзой кунжутом,0.47198465,0.46517754,0.49961752,0.45354134,0.561875,0.49790347,70000001065471097,С креветками и свининой,Гёдзе
252176,японские традиционные жаренные пельмени бараниной соусом чесночный гальби соусом зеленым луком кинзой кунжутом,0.47220743,0.4645052,0.49937558,0.45319012,0.5623552,0.49519318,70000001065471097,С бараниной,Гёдзе
252177,тигровые креветки рис творожный сыр авокадо манго лепестки миндаля кинза фирменный соусом манго,0.4732446,0.46644944,0.49935567,0.45016614,0.55890906,0.49382487,70000001065471097,Ролл с креветками и манго,Роллы и суши
252178,гребешок рис авокадо творожный сыр зеленый лук кинза кунжут соусом никкей,0.46963778,0.47091466,0.49769032,0.45004556,0.55598783,0.49323863,70000001065471097,Ролл с гребешком,Роллы и суши
252179,карамелизированный лосось рис творожный сыр огурец зеленый лук кинза арахис соусом манго,0.47319382,0.46797213,0.49767494,0.45409778,0.55948365,0.49564415,70000001065471097,Ролл с карамельным лососем,Роллы и суши
252180,угорь рис авокадо творожный сыр зеленый лук кинза арахис соусом унаги,0.47247365,0.4670481,0.49811167,0.45244807,0.55604845,0.49082056,70000001065471097,Ролл с угрем,Роллы и суши
252181,попкорн креветок рис авокадо лук зелёный икра тобико кунжут соусом унаги,0.46977064,0.4701714,0.4972765,0.44805813,0.55545074,0.49103764,70000001065471097,Ролл с креветкой,Роллы и суши
252182,тартар брокколи огурца авокадо ананас кимчи водоросли чука рис творожный сыр бобы эдамаме семена кунжута,0.4672799,0.47087574,0.49737915,0.44656825,0.55919397,0.49630767,70000001065471097,Ролл с авокадо,Роллы и суши
252183,тигровые креветки рис угорь творожный сыр огурец зелёный лук соусом унаги,0.47514796,0.46250156,0.5010304,0.45369017,0.5563773,0.49062648,70000001065471097,Хрустящий рол с креветкой и угрем,Роллы и суши
252184,лосось рис творожный сыр огурец редис икра тобико лук зеленый лепестки миндаля соусом карри,0.47318125,0.4651791,0.49914327,0.45139918,0.5585032,0.49605432,70000001065471097,Хрустящий рол с лососем,Роллы и суши
252185,тартар говядины рис зеленый лук кунжут кимчи листе нори соусом васаби мисо шрирача,0.46817517,0.46842661,0.4999625,0.45213348,0.55633885,0.4954976,70000001065471097,Суши осидзуси с говядиной,Роллы и суши
252186,тартар тигровых креветок угря рис зеленый лук кунжут кимчи листе нори соусом унаги шрирача,0.46995646,0.4692441,0.5004876,0.45290586,0.55795294,0.49835035,70000001065471097,Суши осидзуси с угрем,Роллы и суши
252187,тартар лосося рис зеленый лук кунжут кимчи листе нори соусом унаги кимчи,0.46934694,0.46592066,0.49937,0.45419642,0.5550951,0.49597314,70000001065471097,Суши осидзуси с лососем,Роллы и суши
252188,тартар тунца рис зеленый лук кунжут кимчи листе нори соусом мисо шрирача,0.46618846,0.47056523,0.49850264,0.45178962,0.5543385,0.4983946,70000001065471097,Суши осидзуси с тунцом,Роллы и суши
252189,говяжьи щечки жареный рис яйцом зеленый лук кинза соусом хойсин,0.46896848,0.4641741,0.5026401,0.4562173,0.55475914,0.49426255,70000001065471097,Говяжьи щёчки с жареным рисом,Вок/ Лапша/ Рис
252190,рисовая лапша свинина грибы вешенки жареная фунчоза огурец красный зеленый лук перец шичими кунжут лайм чесночноимбирной заправкой сливочным кимчи,0.46872127,0.46766645,0.49851444,0.45711148,0.5602807,0.5059069,70000001065471097,Лапша со свининой и вешенками,Вок/ Лапша/ Рис
252191,кальмар морской гребешок тигровые креветки жареный рис яйцом стручковая фасоль красный зеленый лук перец чили лайм кунжут кинза соусом терияки кимчи унаги,0.47183827,0.4688702,0.4971878,0.45449418,0.5615314,0.50453126,70000001065471097,Морепродукты с жареным рисом,Вок/ Лапша/ Рис
252192,пшеничная лапша говяжья вырезка болгарский перец грибы вешенки красный лук спаржа кинза кунжут чеснок имбирь чесночноимбирной заправкой соусом терияки,0.47232005,0.46666315,0.494788,0.45316085,0.5620263,0.5018031,70000001065471097,Удон с говядиной и овощами,Вок/ Лапша/ Рис
252193,свиные ребрышки жареный рис яйцом огурцы кимчи зеленый лук кунжут приправой фурикакэ брусничным соусом,0.4730138,0.4689593,0.50097984,0.45162806,0.55904883,0.49625024,70000001065471097,Свиные ребрышки с жареным рисом,Вок/ Лапша/ Рис
252194,говяжья вырезка жареный рис яйцом болгарский перец грибы шиитаке древесные репчатый зеленый лук арахис перечным соусом гальби,0.47286776,0.46419853,0.501278,0.45325485,0.559474,0.49870637,70000001065471097,Говядина с древесными грибами и жареным соусом,Вок/ Лапша/ Рис
252195,гречневая лапша тигровые креветки сыр тофу стручковая фасоль бобы эдамаме яйцо огурец арахис лайм перец шичими зеленый лук соусом пад тай,0.47286728,0.47172484,0.49695402,0.45374393,0.56183696,0.5017492,70000001065471097,Соба с креветками,Вок/ Лапша/ Рис
252196,филе курицы жареный рис яйцом болгарский перец красный зеленый лук кинза чеснок имбирь чесночноимбирной заправкой соусом терияки абрикосовым соусом,0.47340095,0.46775696,0.49935704,0.45109963,0.5621996,0.503393,70000001065471097,Курица темпура с жареным рисом,Вок/ Лапша/ Рис
252197,филе баранины жареный рис яйцом болгарский чили перец морковь лук порей стручковая фасоль чеснок имбирь чесночноимбирной заправкой соусом терияки соусом гальби,0.4723792,0.46621883,0.49754643,0.45205387,0.5634231,0.50199026,70000001065471097,Пряная баранина с жареным рисом,Вок/ Лапша/ Рис
252198,филе лосося лапша дайкон авокадо водоросли нори перец чили кинза кунжут соусом чили,0.46512842,0.4682005,0.49871466,0.44888872,0.55725545,0.4969003,70000001065471097,Лосось с авокадо гриль,Гриль
252199,филе палтуса томаты корень сельдерея томатная сальса кинза кунжут соевомедовым соусом,0.47195923,0.46403378,0.49801362,0.449573,0.562602,0.49643007,70000001065471097,Палтус гриль с кремом из сельдерея,Гриль
252200,цена рассчитана одного гостяцена указана 1000г1 овощное плато2 мясное плато3 плато рулетов4 канапе языком5 брускетта лососем6 тарталетка салатом курицагрибы7 общий салат гурме8 салат кардинал9 минишашлычок свинины10 овощи гриль11 стейк курицы12 картофельные дольки13 булочка,0.46813434,0.4778948,0.49259666,0.4484525,0.5678273,0.5049197,422741746350056,Стандарт,Варианты меню банкета
252201,томленые креветки кальмары сливочным соусом микс салата цедра лимона имбирный соус перепелиное яйцо,0.47264445,0.46383965,0.49801728,0.4521873,0.5606146,0.49912593,70000001024362908,Салат с морепродуктами,Салаты
252202,креветки лёгкий микс салат рукколой авокадо вяленные томаты чилийским соусом,0.47283065,0.46706048,0.4990371,0.44629085,0.5568641,0.49156696,70000001024362908,Салат с тигровыми креветками,Салаты
252203,говядина гриле томаты черри маринованный огурец микс салата бальзамическая заправка,0.46510512,0.46261373,0.4970061,0.4528243,0.56132096,0.50011975,70000001024362908,Салат-микс с говяжьей вырезкой,Салаты
252204,маринованный ростбиф запеченный картофель кабачки микс салата сыр пармезан помидоры черри соус оли,0.4703745,0.4663234,0.4993137,0.45279568,0.5582555,0.49413815,70000001024362908,Салат с ростбифом,Салаты
252205,филе куриное гриле микс салата сухарики помидоры черри сыр пармезан соус цезарь,0.472042,0.4693519,0.49754757,0.44905552,0.5614861,0.4985456,70000001024362908,Цезарь с курицей,Салаты
252206,лосось гриле микс салата сухарики помидоры черри сыр пармезан соус цезарь,0.4744583,0.46595016,0.4968121,0.45056838,0.55949956,0.49608916,70000001024362908,Цезарь с лососем,Салаты
252207,микс салата помидоры огурцы перец болгарский сыр фета оливки маслины соус песто красный лук,0.4699706,0.46445742,0.49363273,0.44920883,0.5588894,0.49693084,70000001024362908,Греческий,Салаты
252208,салат маринованных морских водорослей ореховым соусом,0.4760932,0.46702147,0.50449127,0.44864115,0.5558948,0.48913702,70000001024362908,Салат “Чукка”,Салаты
252209,куриная грудка свежий огурец морковь картофель пай репчатый лук яйцо майонез,0.47438866,0.46508953,0.50055754,0.45003164,0.55607086,0.49001327,70000001024362908,Гнездо глухаря,Салаты
252210,говядина отварная картофель морковь огурцы консервированные яйцо куриное горошек зелёный майонез зелень,0.4705996,0.4597552,0.49902925,0.45447448,0.56044734,0.49641123,70000001024362908,Оливье с говядиной,Салаты
252211,копченная куриная грудка картофель морковь огурцы консервированные яйцо куриное горошек зелёный майонез зелень,0.4717095,0.46166912,0.49793765,0.45492768,0.5611814,0.49668932,70000001024362908,Оливье с курицей,Салаты
252212,говяжий язык отварной помидором маринованным луком зеленый базилик гранатовым соусом семечками подсолнуха,0.4725006,0.46734983,0.50061786,0.452317,0.5609851,0.49446917,70000001024362908,Салат с рукколой и телячьим языком,Салаты
